GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jInstagram,org.jinstagram,Instagram,333,0,32,0,65,0,28,0,12,0
jInstagram,org.jinstagram,InstagramBase,1805,0,100,0,327,0,120,0,70,0
jInstagram,org.jinstagram,InstagramObject,15,3,0,0,5,1,4,1,4,1
jInstagram,org.jinstagram,InstagramOembed,168,0,12,0,33,0,12,0,6,0
jInstagram,org.jinstagram.entity.locations,LocationInfo,10,10,0,0,1,4,1,3,1,3
jInstagram,org.jinstagram.entity.locations,LocationSearchFeed,20,0,0,0,5,0,4,0,4,0
jInstagram,org.jinstagram.model,Scope,48,0,0,0,6,0,2,0,2,0
jInstagram,org.jinstagram.model,Relationship,68,0,0,0,3,0,2,0,2,0
jInstagram,org.jinstagram.model,QueryParam,3,0,0,0,1,0,1,0,1,0
jInstagram,org.jinstagram.model,Methods,3,0,0,0,1,0,1,0,1,0
jInstagram,org.jinstagram.model,Constants,3,14,0,0,1,1,1,1,1,1
jInstagram,org.jinstagram.http,Request,174,172,13,3,33,45,14,24,7,23
jInstagram,org.jinstagram.http,Verbs,0,44,0,0,0,2,0,1,0,1
jInstagram,org.jinstagram.http,URLUtils,189,137,13,9,41,28,13,10,6,6
jInstagram,org.jinstagram.http,URLUtils.EncodingRule,0,16,0,0,0,5,0,2,0,2
jInstagram,org.jinstagram.http,HttpStatus,765,0,0,0,69,0,4,0,4,0
jInstagram,org.jinstagram.http,APILimitUtils,49,0,2,0,12,0,5,0,4,0
jInstagram,org.jinstagram.http,Response,129,0,18,0,31,0,19,0,10,0
jInstagram,org.jinstagram.http,StreamUtils,45,0,4,0,12,0,3,0,1,0
jInstagram,org.jinstagram.entity.likes,LikesFeed,22,10,0,0,4,4,3,3,3,3
jInstagram,org.jinstagram.utils,PaginationHelper,42,0,2,0,10,0,3,0,2,0
jInstagram,org.jinstagram.utils,PaginationHelper.Page,19,0,0,0,7,0,4,0,4,0
jInstagram,org.jinstagram.utils,MapUtils,122,0,10,0,25,0,10,0,5,0
jInstagram,org.jinstagram.utils,EnforceSignedHeaderUtils,56,0,0,0,12,0,2,0,2,0
jInstagram,org.jinstagram.utils,EnforceSignedRequestUtils,101,0,2,0,16,0,4,0,3,0
jInstagram,org.jinstagram.utils,Preconditions,8,95,4,8,1,29,4,15,1,12
jInstagram,org.jinstagram.utils,LogHelper,96,0,2,0,15,0,6,0,5,0
jInstagram,org.jinstagram.entity.relationships,RelationshipData,0,39,0,0,0,11,0,8,0,8
jInstagram,org.jinstagram.entity.relationships,RelationshipFeed,0,32,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.exceptions,InstagramBadRequestException,26,0,0,0,10,0,5,0,5,0
jInstagram,org.jinstagram.exceptions,InstagramRateLimitException,26,0,0,0,10,0,5,0,5,0
jInstagram,org.jinstagram.exceptions,InstagramException,76,0,4,0,27,0,10,0,8,0
jInstagram,org.jinstagram.entity.users.feed,MediaFeedData,21,170,0,0,9,43,6,28,6,28
jInstagram,org.jinstagram.entity.users.feed,CarouselMedia,32,24,0,0,4,10,3,7,3,7
jInstagram,org.jinstagram.entity.users.feed,UserFeedData,0,94,0,0,0,26,0,18,0,18
jInstagram,org.jinstagram.entity.users.feed,MediaFeed,27,17,0,0,4,7,3,5,3,5
jInstagram,org.jinstagram.entity.users.feed,UserFeed,27,17,0,0,4,7,3,5,3,5
jInstagram,org.jinstagram.entity.comments,CommentData,25,31,0,0,1,13,1,9,1,9
jInstagram,org.jinstagram.entity.comments,MediaCommentResponse,15,17,0,0,1,7,1,5,1,5
jInstagram,org.jinstagram.entity.comments,MediaCommentsFeed,22,10,0,0,4,4,3,3,3,3
jInstagram,org.jinstagram.entity.oembed,OembedInformation,11,291,11,11,0,43,11,32,0,32
jInstagram,org.jinstagram.entity.media,MediaInfoFeed,0,32,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.entity.users.basicinfo,UserInfoData,56,73,0,0,2,31,1,21,1,21
jInstagram,org.jinstagram.entity.users.basicinfo,UserInfo,10,17,0,0,1,7,1,5,1,5
jInstagram,org.jinstagram.entity.users.basicinfo,Counts,0,47,0,0,0,11,0,8,0,8
jInstagram,org.jinstagram.auth.oauth,InstagramService,127,0,6,0,28,0,11,0,8,0
jInstagram,org.jinstagram.entity.tags,TagMediaFeed,27,17,0,0,4,7,3,5,3,5
jInstagram,org.jinstagram.entity.tags,TagSearchFeed,22,10,0,0,4,4,3,3,3,3
jInstagram,org.jinstagram.entity.tags,TagInfoData,0,33,0,0,0,8,0,6,0,6
jInstagram,org.jinstagram.entity.tags,TagInfoFeed,0,32,0,0,0,8,0,6,0,6
